Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
116, P-SLICE,  116, 34.14,       7160, 0,0.00,28.000,40.108, 48.454, 48.632, 42.217, 0.939501, 12.183,0, 115 114 113 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.78%, 2.71%,  0.65%,  1.42%,  1.03%, 10.21%,  0.00%,  0.52%,  0.52%,  0.78%, 50.26%, 24.94%,  2.07%,  4.01%, 26010.49, 1863.25, 6551.49, 27163.29 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.73%,0.00%, 1.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.71%,0.00%, 4.81%, 0.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.43%,0.00%, 21.43%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 5.69%, 30.08%,0.00%, 37.40%, 26.83%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 16.0, 0.0, 61.0, 0.0, 21.0, 5.416, 91
117, P-SLICE,  117, 34.12,       6280, 0,0.00,28.000,40.116, 48.436, 48.662, 42.224, 0.939573, 12.188,0, 116 115 114 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%, 0.00%,  0.00%,  0.27%, 1.65%,  0.82%,  0.55%,  1.51%, 11.52%,  0.00%,  0.00%,  0.55%,  0.82%, 54.73%, 22.09%,  1.51%,  3.84%, 25952.11, 1860.97, 6537.52, 27137.75 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.52%,0.00%, 1.23%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.58%,0.00%, 0.00%, 2.42%, 0.00%, 0.00%, 0.00%, 0.00%, 3.70%, 55.56%,0.00%, 25.93%, 14.81%, 0.00%, 0.00%, 0.00%, 0.00%, 1.67%, 28.33%,0.00%, 41.67%, 28.33%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 63.0, 0.0, 21.0, 5.369, 58
118, P-SLICE,  118, 35.04,       1440, 0,0.00,28.000,40.118, 48.445, 48.666, 42.228, 0.939569, 12.187,0, 117 116 115 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.05%,  0.35%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 70.33%, 28.27%,  0.00%,  0.00%, 25916.50, 1858.57, 6539.88, 25932.88 , 18, 253, 118.61, 75, 150, 131.00, 89, 181, 129.24, 0.00%, 98.53%,0.00%, 1.22%, 0.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.78%,0.00%, 1.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 4.0, 0.0, 12.0, 0.0, 62.0, 0.0, 16.0, 6.809, 166
119, P-SLICE,  119, 34.16,       6504, 0,0.00,28.000,40.114, 48.451, 48.673, 42.226, 0.939531, 12.185,0, 118 117 116 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%, 0.00%,  0.00%,  0.68%, 1.77%,  0.41%,  0.54%,  1.36%,  9.80%,  0.00%,  0.41%,  0.95%,  0.95%, 54.42%, 22.59%,  1.22%,  4.76%, 25956.90, 1856.46, 6530.60, 27009.97 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.26%,0.00%, 0.50%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.69%,0.00%, 1.16%, 1.16%, 0.00%, 0.00%, 0.00%, 0.00%, 3.70%, 59.26%,0.00%, 29.63%, 7.41%, 0.00%, 0.00%, 0.00%, 0.00%, 4.20%, 35.29%,0.00%, 34.45%, 26.05%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 15.0, 0.0, 57.0, 0.0, 20.0, 5.504, 73
120, P-SLICE,  120, 34.12,       7608, 0,0.00,28.000,40.222, 48.468, 48.618, 42.302, 0.941292, 12.313,0, 119 118 117 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.26%, 0.00%,  0.26%,  0.52%, 2.61%,  0.52%,  0.92%,  1.70%, 11.63%,  0.00%,  0.39%,  0.92%,  1.57%, 51.63%, 23.01%,  1.83%,  2.22%, 25333.42, 1863.33, 6347.71, 26487.03 , 18, 253, 118.63, 75, 150, 131.04, 89, 180, 129.26, 0.00%, 99.00%,0.00%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.24%,0.00%, 1.08%, 2.69%, 0.00%, 0.00%, 0.00%, 0.00%, 5.56%, 58.33%,0.00%, 27.78%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%, 4.84%, 23.39%,0.00%, 45.97%, 25.81%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 16.0, 0.0, 63.0, 0.0, 21.0, 5.607, 73
121, P-SLICE,  121, 34.16,       6400, 0,0.00,28.000,40.179, 48.490, 48.637, 42.275, 0.940814, 12.278,0, 120 119 118 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.12%, 1.82%,  1.26%,  0.56%,  1.40%,  9.52%,  0.00%,  0.00%,  0.28%,  3.36%, 55.46%, 22.97%,  0.70%,  1.54%, 25570.08, 1854.67, 6395.70, 26524.04 , 18, 253, 118.67, 75, 150, 131.01, 89, 180, 129.24, 0.00%, 97.78%,0.00%, 0.99%, 1.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.62%,0.00%, 1.79%, 0.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.18%,0.00%, 52.94%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 7.21%, 31.53%,0.00%, 34.23%, 27.03%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 17.0, 0.0, 68.0, 0.0, 23.0, 5.558, 118
122, P-SLICE,  122, 34.16,       6456, 0,0.00,28.000,40.150, 48.475, 48.630, 42.250, 0.940365, 12.245,0, 121 120 119 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.28%, 2.11%,  0.56%,  0.42%,  1.27%,  9.14%,  0.00%,  0.00%,  0.14%,  1.55%, 56.40%, 23.07%,  1.83%,  3.23%, 25739.60, 1859.26, 6432.68, 26632.70 , 18, 253, 118.66, 75, 150, 131.00, 89, 180, 129.23, 0.00%, 99.01%,0.00%, 0.49%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.20%,0.00%, 1.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.87%,0.00%, 17.39%, 21.74%, 0.00%, 0.00%, 0.00%, 0.00%, 1.98%, 33.66%,0.00%, 32.67%, 31.68%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 18.0, 0.0, 68.0, 0.0, 23.0, 5.000, 156
123, P-SLICE,  123, 33.99,       6840, 0,0.00,28.000,40.154, 48.475, 48.615, 42.252, 0.940121, 12.227,0, 122 121 120 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%, 0.28%,  0.00%,  0.70%, 2.24%,  0.70%,  0.70%,  1.54%,  9.80%,  0.00%,  0.42%,  0.14%,  0.28%, 56.72%, 19.19%,  1.96%,  5.18%, 25708.00, 1862.37, 6452.74, 26796.57 , 18, 253, 118.62, 75, 150, 131.00, 89, 181, 129.24, 0.00%, 98.78%,0.00%, 1.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.55%,0.00%, 2.76%, 0.69%, 0.00%, 0.00%, 0.00%, 0.00%, 3.70%, 55.56%,0.00%, 18.52%, 22.22%, 0.00%, 0.00%, 0.00%, 0.00%, 6.03%, 33.62%,0.00%, 34.48%, 25.86%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 21.0, 0.0, 76.0, 0.0, 27.0, 5.124, 142
124, P-SLICE,  124, 35.56,        848, 0,0.00,28.000,40.152, 48.475, 48.615, 42.251, 0.940114, 12.227,0, 123 122 121 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.55%,  0.18%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 76.01%, 23.26%,  0.00%,  0.00%, 25701.86, 1861.84, 6459.56, 25705.35 , 18, 253, 118.62, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.28%,0.00%, 0.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.22%,0.00%, 0.78%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 11.0, 0.0, 71.0, 0.0, 16.0, 7.913, 104
125, P-SLICE,  125, 34.15,       7392, 0,0.00,28.000,40.146, 48.460, 48.616, 42.244, 0.939957, 12.215,0, 124 123 122 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.13%,  1.32%, 3.44%,  0.79%,  0.26%,  1.72%,  9.92%,  0.00%,  0.40%,  0.13%,  0.00%, 52.38%, 22.49%,  2.12%,  4.76%, 25751.02, 1867.50, 6471.43, 27092.15 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.51%,0.00%, 1.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.86%,0.00%, 0.57%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 3.23%, 54.84%,0.00%, 22.58%, 19.35%, 0.00%, 0.00%, 0.00%, 0.00%, 9.02%, 29.51%,0.00%, 40.16%, 21.31%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 7.0, 0.0, 16.0, 0.0, 64.0, 0.0, 22.0, 5.309, 88
126, P-SLICE,  126, 33.75,       8024, 0,0.00,28.000,40.137, 48.454, 48.620, 42.237, 0.939825, 12.206,0, 125 124 123 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  1.31%, 2.48%,  0.78%,  0.26%,  2.35%, 10.85%,  0.00%,  0.52%,  1.18%,  0.65%, 51.90%, 21.18%,  1.96%,  4.44%, 25812.21, 1866.28, 6483.56, 27138.13 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.51%,0.00%, 0.74%, 0.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.81%,0.00%, 0.00%, 1.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.14%,0.00%, 30.95%, 11.90%, 0.00%, 0.00%, 0.00%, 0.00%, 8.27%, 29.32%,0.00%, 39.10%, 23.31%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 59.0, 0.0, 22.0, 5.187, 93
127, P-SLICE,  127, 34.15,       6784, 0,0.00,28.000,40.129, 48.465, 48.622, 42.233, 0.939755, 12.201,0, 126 125 124 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  1.01%, 2.03%,  0.89%,  0.89%,  1.27%, 11.28%,  0.00%,  0.25%,  0.76%,  0.89%, 49.56%, 22.94%,  1.65%,  6.59%, 25846.20, 1863.17, 6488.87, 26771.48 , 18, 253, 118.60, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.24%,0.00%, 1.01%, 0.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.32%,0.00%, 2.11%, 1.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.52%,0.00%, 20.69%, 13.79%, 0.00%, 0.00%, 0.00%, 0.00%, 5.13%, 37.82%,0.00%, 33.97%, 23.08%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 15.0, 0.0, 62.0, 0.0, 20.0, 5.333, 106
128, P-SLICE,  128, 34.20,       6512, 0,0.00,28.000,40.132, 48.476, 48.623, 42.237, 0.939815, 12.205,0, 127 126 125 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.00%,  0.53%, 1.59%,  0.53%,  1.20%,  1.86%, 10.49%,  0.00%,  0.53%,  0.53%,  1.59%, 52.32%, 23.77%,  1.59%,  3.32%, 25834.16, 1862.62, 6480.07, 26668.49 , 18, 253, 118.60, 75, 150, 131.00, 89, 181, 129.24, 0.00%, 98.99%,0.00%, 0.50%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.31%,0.00%, 4.17%, 0.52%, 0.00%, 0.00%, 0.00%, 0.00%, 3.23%, 51.61%,0.00%, 38.71%, 6.45%, 0.00%, 0.00%, 0.00%, 0.00%, 3.33%, 30.83%,0.00%, 41.67%, 24.17%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 15.0, 0.0, 60.0, 0.0, 20.0, 5.387, 127
129, P-SLICE,  129, 33.95,       7112, 0,0.00,28.000,40.127, 48.468, 48.613, 42.230, 0.939679, 12.195,0, 128 127 126 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.00%, 1.70%,  0.39%,  0.52%,  2.09%, 12.16%,  0.00%,  0.00%,  0.26%,  0.92%, 52.03%, 22.61%,  2.75%,  4.44%, 25878.93, 1865.85, 6494.06, 26761.44 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.25%,0.00%, 0.50%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.74%,0.00%, 1.69%, 0.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.97%,0.00%, 23.08%, 17.95%, 0.00%, 0.00%, 0.00%, 0.00%, 0.74%, 30.37%,0.00%, 32.59%, 36.30%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 61.0, 0.0, 22.0, 5.296, 82
130, P-SLICE,  130, 35.77,        840, 0,0.00,28.000,40.126, 48.467, 48.612, 42.230, 0.939680, 12.195,0, 129 128 127 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.69%,  0.00%,  0.00%,  0.00%,  0.52%,  0.00%,  0.00%, 70.66%, 27.95%,  0.00%,  0.00%, 25856.89, 1864.26, 6508.83, 25859.95 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.62%,0.00%, 2.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 71.0, 0.0, 17.0, 7.656, 103
131, P-SLICE,  131, 34.18,       6432, 0,0.00,28.000,40.125, 48.481, 48.612, 42.230, 0.939675, 12.195,0, 130 129 128 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.00%,  0.39%, 1.56%,  0.39%,  0.39%,  1.43%, 11.85%,  0.00%,  0.52%,  0.52%,  0.65%, 51.82%, 22.27%,  2.21%,  5.86%, 25882.64, 1861.74, 6503.08, 26717.54 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.25%,0.00%, 0.50%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.31%,0.00%, 1.12%, 0.56%, 0.00%, 0.00%, 0.00%, 0.00%, 3.03%, 63.64%,0.00%, 33.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.08%, 34.72%,0.00%, 34.03%, 29.17%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 6.0, 0.0, 16.0, 0.0, 67.0, 0.0, 22.0, 5.444, 84
132, P-SLICE,  132, 34.18,       7768, 0,0.00,28.000,40.128, 48.459, 48.637, 42.233, 0.939686, 12.196,0, 131 130 129 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.39%, 2.35%,  0.26%,  0.92%,  1.18%, 11.50%,  0.00%,  1.57%,  0.92%,  2.22%, 52.16%, 20.92%,  1.70%,  3.92%, 25918.15, 1862.84, 6502.63, 26922.70 , 17, 253, 118.58, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.50%,0.00%, 0.25%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.09%,0.00%, 2.79%, 1.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.97%,0.00%, 24.14%, 6.90%, 0.00%, 0.00%, 0.00%, 0.00%, 2.17%, 34.06%,0.00%, 37.68%, 26.09%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 59.0, 0.0, 22.0, 5.329, 111
133, P-SLICE,  133, 34.16,       7000, 0,0.00,28.000,40.118, 48.443, 48.616, 42.221, 0.939652, 12.193,0, 132 131 130 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.51%, 2.17%,  0.51%,  0.77%,  1.79%, 11.62%,  0.00%,  0.89%,  1.79%,  2.04%, 50.70%, 20.69%,  1.92%,  4.60%, 25923.41, 1869.35, 6498.76, 27088.63 , 18, 253, 118.59, 75, 150, 131.00, 89, 181, 129.24, 0.00%, 99.00%,0.00%, 0.50%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.57%,0.00%, 2.29%, 1.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.44%,0.00%, 20.93%, 11.63%, 0.00%, 0.00%, 0.00%, 0.00%, 2.72%, 35.37%,0.00%, 29.93%, 31.97%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 62.0, 0.0, 22.0, 5.302, 85
134, P-SLICE,  134, 34.18,       7008, 0,0.00,28.000,40.111, 48.423, 48.594, 42.210, 0.939574, 12.188,0, 133 132 131 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.26%, 2.07%,  0.90%,  0.26%,  2.45%, 10.98%,  0.00%,  0.39%,  0.90%,  0.65%, 50.90%, 21.96%,  2.58%,  5.68%, 25967.44, 1878.11, 6505.47, 26770.38 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.25%,0.00%, 0.75%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.86%,0.00%, 0.57%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.70%,0.00%, 23.91%, 17.39%, 0.00%, 0.00%, 0.00%, 0.00%, 1.47%, 36.03%,0.00%, 33.09%, 29.41%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 21.0, 0.0, 78.0, 0.0, 26.0, 5.222, 70
135, P-SLICE,  135, 33.76,       7064, 0,0.00,28.000,40.117, 48.450, 48.602, 42.219, 0.939678, 12.195,0, 134 133 132 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.64%, 2.18%,  0.38%,  0.64%,  1.54%, 12.18%,  0.00%,  0.64%,  1.03%,  1.54%, 51.03%, 21.28%,  2.44%,  4.49%, 25934.54, 1872.51, 6503.61, 27013.89 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.25%,0.00%, 0.25%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.16%,0.00%, 1.70%, 1.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.23%,0.00%, 23.08%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%, 3.40%, 31.97%,0.00%, 33.33%, 31.29%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 8.0, 0.0, 18.0, 0.0, 61.0, 0.0, 25.0, 5.260, 108
136, P-SLICE,  136, 36.00,        760, 0,0.00,28.000,40.111, 48.450, 48.602, 42.215, 0.939660, 12.194,0, 135 134 133 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.18%,  0.00%,  0.00%,  0.35%,  0.00%,  0.00%,  0.00%,  0.00%, 72.11%, 26.49%,  0.53%,  0.35%, 25920.22, 1870.27, 6514.99, 25923.94 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.76%,0.00%, 0.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 5.0, 0.0, 12.0, 0.0, 58.0, 0.0, 17.0, 7.456, 189
137, P-SLICE,  137, 34.19,       7144, 0,0.00,28.000,40.097, 48.437, 48.587, 42.201, 0.939510, 12.183,0, 136 135 134 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.26%, 0.00%,  0.00%,  0.26%, 3.03%,  0.53%,  0.13%,  2.11%, 10.14%,  0.00%,  0.00%,  0.00%,  2.50%, 52.70%, 21.74%,  1.98%,  4.61%, 26043.34, 1877.87, 6511.79, 27313.52 , 17, 253, 118.60, 75, 150, 131.00, 89, 180, 129.25, 0.00%, 99.01%,0.00%, 0.74%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.40%,0.00%, 0.00%, 0.60%, 0.00%, 0.00%, 0.00%, 0.00%, 6.06%, 45.45%,0.00%, 36.36%, 12.12%, 0.00%, 0.00%, 0.00%, 0.00%, 1.50%, 40.60%,0.00%, 30.83%, 27.07%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 15.0, 0.0, 60.0, 0.0, 20.0, 5.347, 94
138, P-SLICE,  138, 34.17,       7448, 0,0.00,28.000,40.101, 48.432, 48.599, 42.204, 0.939578, 12.188,0, 137 136 135 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.90%, 1.54%,  0.64%,  1.16%,  1.29%, 13.64%,  0.00%,  0.77%,  0.51%,  3.99%, 50.97%, 21.11%,  1.42%,  2.06%, 26026.38, 1876.56, 6503.28, 27151.62 , 18, 253, 118.59, 75, 150, 131.00, 89, 181, 129.24, 0.00%, 98.75%,0.00%, 0.75%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.97%,0.00%, 2.79%, 2.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 28.00%, 12.00%, 0.00%, 0.00%, 0.00%, 0.00%, 4.38%, 29.38%,0.00%, 38.75%, 27.50%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 1.0, 17.0, 0.0, 66.0, 0.0, 22.0, 5.549, 66
139, P-SLICE,  139, 34.24,       7504, 0,0.00,28.000,40.091, 48.446, 48.590, 42.198, 0.939451, 12.179,0, 138 137 136 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%, 0.00%,  0.00%,  0.52%, 1.16%,  0.26%,  0.65%,  1.03%, 14.60%,  0.00%,  1.03%,  0.52%,  2.97%, 51.55%, 21.45%,  1.68%,  2.45%, 26081.97, 1876.98, 6514.17, 27497.08 , 18, 253, 118.59, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 99.50%,0.00%, 0.25%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.21%,0.00%, 2.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 3.85%, 65.38%,0.00%, 26.92%, 3.85%, 0.00%, 0.00%, 0.00%, 0.00%, 2.52%, 26.42%,0.00%, 32.08%, 38.99%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 5.0, 0.0, 17.0, 0.0, 64.0, 0.0, 22.0, 5.422, 89
