Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, SSIM, SSIM(dB), Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
92, b-SLICE,   90, 34.00,       2336, 0,4.19,40.885, 49.193, 49.317, 42.978, 0.950829, 13.083,32, 88 85 ,91 93 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.18%, 0.00%,  0.00%,  0.00%, 0.00%,  0.36%,  0.73%,  3.10%,  5.83%,  0.00%,  0.00%,  0.73%,  3.10%, 80.51%,  1.64%,  1.09%,  2.73%, 21751.00, 1580.96, 5612.27, 22112.24 , 18, 253, 117.59, 76, 150, 131.02, 90, 179, 129.25, 0.00%, 99.32%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.23%,0.00%, 23.08%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%, 3.57%, 35.71%,0.00%, 39.29%, 21.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 32.81%, 17.19%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 46.0, 17.0, 44.0, 0.0, 348.0, 3.807, 89
93, b-SLICE,   92, 34.00,       1568, 0,5.09,40.849, 49.229, 49.368, 42.961, 0.950277, 13.034,31, 91 88 85 ,93 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.81%,  1.62%,  0.81%,  0.00%,  0.20%,  0.20%,  0.61%, 89.90%,  1.82%,  2.22%,  1.82%, 21913.54, 1565.49, 5674.63, 22104.74 , 18, 253, 117.60, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.43%,0.00%, 21.43%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 35.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 43.0, 11.0, 33.0, 3.0, 300.0, 3.780, 15
94, P-SLICE,   94, 32.00,       1192, 0,39.61,40.868, 49.225, 49.356, 42.974, 0.950051, 13.015,30, 93 91 88 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.86%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 95.70%,  3.44%,  0.00%,  0.00%, 21822.83, 1568.14, 5698.59, 21880.02 , 18, 253, 117.60, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 0.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 14.0, 0.0, 23.0, 0.0, 26.0, 0.0, 295.0, 6.509, 45
95, P-SLICE,   99, 32.00,       7040, 0,5.07,40.809, 49.205, 49.402, 42.932, 0.949340, 12.953,26, 94 93 91 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%, 0.00%,  0.00%,  0.33%, 0.17%,  0.17%,  1.82%, 0.00%,  1.16%,  0.50%,  2.82%, 10.61%,  0.00%,  0.00%,  0.17%,  1.33%, 72.14%,  2.32%,  1.16%,  5.14%, 22181.70, 1565.36, 5760.28, 25156.38 , 18, 253, 117.59, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 98.42%,0.00%, 0.23%, 1.36%, 0.00%, 0.00%, 0.00%, 0.00%, 5.56%, 77.78%,0.00%, 5.56%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 7.41%, 29.63%,0.00%, 44.44%, 18.52%, 0.00%, 0.00%, 0.00%, 0.00%, 11.21%, 33.62%,0.00%, 30.17%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 12.0, 0.0, 18.0, 0.0, 38.0, 0.0, 246.0, 5.011, 25
96, B-SLICE,   97, 33.00,       3496, 0,5.13,40.793, 49.177, 49.403, 42.917, 0.949607, 12.976,29, 94 93 91 ,99 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.54%, 0.00%,  0.36%,  0.36%,  3.06%,  7.57%,  0.00%,  0.54%,  0.36%,  1.98%, 79.82%,  0.72%,  1.08%,  3.60%, 22246.74, 1569.18, 5734.47, 23098.46 , 18, 253, 117.60, 75, 150, 130.98, 90, 179, 129.22, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.78%,0.00%, 11.11%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 32.00%,0.00%, 52.00%, 16.00%, 0.00%, 0.00%, 0.00%, 0.00%, 3.95%, 40.79%,0.00%, 32.89%, 22.37%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 25.0, 12.0, 42.0, 1.0, 276.0, 2.798, 9
97, b-SLICE,   95, 34.00,       2064, 0,4.92,40.820, 49.213, 49.366, 42.938, 0.949950, 13.006,32, 94 91 ,97 99 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.19%,  0.37%,  3.17%,  2.79%,  0.00%,  0.00%,  1.12%,  2.23%, 82.68%,  1.12%,  2.42%,  3.72%, 22083.62, 1568.76, 5711.81, 22513.31 , 18, 253, 117.60, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 99.78%,0.00%, 0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.78%,0.00%, 30.56%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 2.08%, 66.67%,0.00%, 16.67%, 14.58%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 11.0, 25.0, 12.0, 31.0, 1.0, 327.0, 2.593, 7
98, b-SLICE,   96, 34.00,       2384, 0,4.87,40.774, 49.204, 49.364, 42.901, 0.949622, 12.978,32, 94 91 ,97 99 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.37%,  0.00%,  2.39%,  6.26%,  0.00%,  0.00%,  0.00%,  0.00%, 81.77%,  0.92%,  2.76%,  5.52%, 22328.19, 1570.66, 5737.02, 22779.84 , 18, 253, 117.60, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.57%,0.00%, 28.57%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.88%,0.00%, 32.81%, 20.31%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 7.0, 39.0, 12.0, 33.0, 0.0, 332.0, 2.711, 18
99, b-SLICE,   98, 34.00,       1584, 0,5.10,40.778, 49.198, 49.401, 42.908, 0.949463, 12.964,31, 97 94 91 ,99 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.39%,  0.19%,  0.78%,  2.14%,  0.00%,  0.00%,  0.00%,  0.00%, 86.74%,  0.58%,  3.51%,  5.46%, 22287.33, 1565.11, 5779.16, 22451.26 , 18, 253, 117.59, 76, 150, 130.98, 90, 179, 129.23, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 81.82%,0.00%, 9.09%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 70.00%,0.00%, 25.00%, 2.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 42.0, 12.0, 29.0, 2.0, 296.0, 2.876, 4
100, P-SLICE,  100, 32.00,       1008, 0,39.74,40.817, 49.205, 49.402, 42.939, 0.949366, 12.956,30, 99 97 94 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.65%,  0.22%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 96.13%,  1.51%,  1.51%,  0.00%, 22081.67, 1563.63, 5767.45, 22109.34 , 18, 253, 117.59, 75, 150, 130.99, 90, 179, 129.22, 0.00%, 100.23%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.00%,0.00%, 0.00%, 30.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 12.0, 1.0, 23.0, 0.0, 25.0, 0.0, 292.0, 6.344, 36
101, P-SLICE,  105, 32.00,       6352, 0,5.14,40.784, 49.211, 49.425, 42.917, 0.949181, 12.940,26, 100 99 97 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.33%, 0.49%,  0.49%,  4.39%, 0.00%,  1.30%,  0.33%,  1.95%, 12.52%,  0.00%,  0.49%,  0.98%,  2.44%, 70.89%,  0.65%,  0.98%,  1.79%, 22315.84, 1562.07, 5779.28, 25361.50 , 18, 253, 117.59, 75, 150, 130.99, 90, 179, 129.22, 0.00%, 98.42%,0.00%, 0.23%, 1.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.78%,0.00%, 11.11%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 7.69%, 46.15%,0.00%, 38.46%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%, 24.26%, 19.12%,0.00%, 30.15%, 26.47%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11.0, 0.0, 26.0, 0.0, 46.0, 0.0, 253.0, 3.940, 31
102, B-SLICE,  103, 33.00,       2840, 0,5.16,40.789, 49.213, 49.478, 42.928, 0.949280, 12.948,29, 100 99 97 ,105 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.18%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.92%,  1.84%,  4.79%,  0.00%,  0.92%,  0.92%,  0.00%, 81.58%,  1.47%,  1.84%,  5.52%, 22256.34, 1549.23, 5760.68, 22915.39 , 18, 253, 117.59, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.22%,0.00%, 22.22%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 3.85%, 57.69%,0.00%, 34.62%, 3.85%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.57%,0.00%, 19.64%, 26.79%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 4.0, 25.0, 18.0, 36.0, 3.0, 276.0, 2.267, 4
103, b-SLICE,  101, 34.00,       1920, 0,4.94,40.757, 49.221, 49.436, 42.900, 0.949209, 12.942,32, 100 97 ,103 105 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.20%, 0.00%,  0.20%,  0.60%,  2.01%,  3.41%,  0.00%,  0.00%,  0.00%,  0.00%, 89.56%,  0.60%,  1.41%,  2.01%, 22409.70, 1554.86, 5766.00, 22694.26 , 18, 253, 117.59, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 99.78%,0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 33.33%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.18%,0.00%, 47.06%, 11.76%, 0.00%, 0.00%, 0.00%, 0.00%, 3.57%, 35.71%,0.00%, 50.00%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 7.0, 29.0, 16.0, 30.0, 4.0, 325.0, 2.640, 9
104, b-SLICE,  102, 34.00,       2072, 0,4.97,40.737, 49.214, 49.467, 42.888, 0.949015, 12.926,32, 100 97 ,103 105 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.40%, 0.00%,  0.00%,  1.19%,  0.60%,  4.17%,  0.00%,  0.40%,  0.20%,  0.60%, 88.49%,  0.60%,  1.39%,  1.98%, 22525.39, 1551.14, 5778.07, 22862.58 , 18, 253, 117.59, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.45%,0.00%, 54.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.73%,0.00%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 5.56%, 36.11%,0.00%, 33.33%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 4.0, 45.0, 16.0, 32.0, 3.0, 337.0, 2.307, 17
105, b-SLICE,  104, 34.00,       1672, 0,5.15,40.771, 49.222, 49.450, 42.912, 0.949198, 12.941,31, 103 100 97 ,105 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.79%,  1.19%,  2.98%,  0.00%,  0.40%,  0.60%,  0.99%, 88.29%,  1.59%,  1.59%,  1.59%, 22333.65, 1552.23, 5782.40, 22498.29 , 18, 253, 117.59, 76, 150, 130.99, 89, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.43%,0.00%, 28.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 64.71%,0.00%, 29.41%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.43%,0.00%, 25.00%, 28.57%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 6.0, 33.0, 0.0, 299.0, 3.802, 9
106, P-SLICE,  106, 32.00,        976, 0,39.85,40.790, 49.211, 49.432, 42.923, 0.949200, 12.941,30, 105 103 100 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.21%,  0.63%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 93.08%,  4.19%,  1.89%,  0.00%, 22222.90, 1557.49, 5782.40, 22237.54 , 18, 253, 117.59, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.24%,0.00%, 0.00%, 4.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 13.0, 0.0, 25.0, 0.0, 25.0, 0.0, 296.0, 6.533, 23
107, P-SLICE,  111, 32.00,       7016, 0,5.15,40.786, 49.189, 49.356, 42.907, 0.949190, 12.941,26, 106 105 103 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.32%, 0.63%,  0.00%,  2.06%, 0.00%,  1.43%,  1.59%,  2.38%, 11.75%,  0.00%,  0.63%,  0.32%,  2.22%, 68.25%,  2.22%,  1.90%,  4.29%, 22309.08, 1579.20, 5783.10, 25502.65 , 18, 253, 117.60, 76, 150, 130.99, 89, 179, 129.23, 0.00%, 97.94%,0.00%, 0.23%, 1.83%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 64.29%,0.00%, 17.86%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%, 6.45%, 45.16%,0.00%, 32.26%, 16.13%, 0.00%, 0.00%, 0.00%, 0.00%, 12.88%, 31.06%,0.00%, 28.79%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 13.0, 0.0, 24.0, 0.0, 48.0, 0.0, 255.0, 4.809, 102
108, B-SLICE,  109, 33.00,       3088, 0,5.17,40.779, 49.168, 49.396, 42.905, 0.949244, 12.945,29, 106 105 103 ,111 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.75%,  3.20%,  4.71%,  0.00%,  0.19%,  0.00%,  2.26%, 83.43%,  1.88%,  1.32%,  2.07%, 22315.28, 1571.58, 5764.91, 23042.62 , 18, 253, 117.60, 76, 150, 130.99, 90, 179, 129.23, 0.00%, 99.77%,0.00%, 0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 73.33%,0.00%, 20.00%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 29.17%,0.00%, 58.33%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.92%,0.00%, 37.50%, 14.58%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 30.0, 19.0, 36.0, 7.0, 284.0, 2.036, 9
109, b-SLICE,  107, 34.00,       1752, 0,4.94,40.749, 49.206, 49.417, 42.890, 0.949050, 12.929,32, 106 103 ,109 111 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%, 0.00%,  0.19%,  0.38%,  1.52%,  3.24%,  0.00%,  0.38%,  0.76%,  0.57%, 84.38%,  2.10%,  2.67%,  3.62%, 22452.87, 1560.87, 5807.19, 22749.46 , 18, 253, 117.59, 75, 150, 130.98, 89, 180, 129.22, 0.00%, 99.77%,0.00%, 0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 86.67%,0.00%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 69.23%,0.00%, 30.77%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 55.00%,0.00%, 20.00%, 22.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 5.0, 37.0, 20.0, 38.0, 12.0, 335.0, 3.102, 23
110, b-SLICE,  108, 34.00,       1752, 0,4.94,40.755, 49.186, 49.384, 42.887, 0.949141, 12.936,32, 106 103 ,109 111 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.75%,  1.31%,  3.56%,  0.00%,  0.19%,  0.00%,  0.75%, 82.96%,  2.62%,  3.18%,  4.68%, 22426.73, 1570.61, 5788.28, 22624.94 , 18, 253, 117.60, 76, 150, 130.98, 90, 181, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.95%,0.00%, 15.79%, 5.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.83%,0.00%, 20.83%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.42%,0.00%, 22.92%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 2.0, 63.0, 20.0, 37.0, 8.0, 341.0, 2.144, 8
111, b-SLICE,  110, 34.00,       1360, 0,5.19,40.768, 49.189, 49.403, 42.900, 0.949171, 12.939,31, 109 106 103 ,111 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.20%,  1.19%,  1.79%,  0.00%,  0.00%,  0.00%,  0.00%, 88.10%,  3.37%,  2.38%,  2.98%, 22341.81, 1566.55, 5804.91, 22458.77 , 18, 253, 117.60, 75, 150, 130.99, 89, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.44%,0.00%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 33.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 20.83%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 53.0, 10.0, 41.0, 2.0, 316.0, 3.322, 24
112, P-SLICE,  112, 32.00,       1008, 0,39.85,40.793, 49.189, 49.356, 42.913, 0.949210, 12.942,30, 111 109 106 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.21%,  0.42%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 94.27%,  3.61%,  1.27%,  0.00%, 22211.86, 1574.72, 5801.16, 22224.92 , 18, 253, 117.60, 76, 150, 130.99, 89, 179, 129.23, 0.00%, 99.78%,0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.44%,0.00%, 0.00%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 16.0, 0.0, 31.0, 0.0, 26.0, 0.0, 312.0, 6.669, 66
113, P-SLICE,  117, 32.00,       8680, 0,5.17,40.682, 49.158, 49.265, 42.815, 0.948641, 12.894,26, 112 111 109 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.15%,  0.00%,  0.15%, 0.73%,  0.73%,  3.82%, 0.00%, 19.38%,  3.38%,  2.79%, 12.33%,  0.00%,  0.00%,  0.59%,  0.59%, 43.76%,  5.43%,  2.64%,  3.52%, 22940.68, 1601.41, 5908.36, 26268.50 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 69.30%,0.00%, 3.26%, 27.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 61.67%,0.00%, 1.67%, 36.67%, 0.00%, 0.00%, 0.00%, 0.00%, 4.65%, 51.16%,0.00%, 16.28%, 27.91%, 0.00%, 0.00%, 0.00%, 0.00%, 24.32%, 18.92%,0.00%, 32.43%, 24.32%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 11.0, 11.0, 21.0, 1.0, 60.0, 0.0, 272.0, 4.447, 59
114, B-SLICE,  115, 33.00,       4072, 0,5.14,40.665, 49.139, 49.233, 42.795, 0.948579, 12.889,29, 112 111 109 ,117 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.51%, 0.00%,  1.35%,  0.00%,  2.36%, 10.27%,  0.00%,  0.00%,  0.51%,  2.53%, 73.40%,  1.52%,  2.69%,  4.88%, 22901.72, 1606.69, 5900.48, 23838.86 , 18, 253, 118.61, 75, 150, 131.00, 89, 180, 129.24, 0.00%, 98.20%,0.00%, 1.13%, 0.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.58%,0.00%, 24.24%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 2.78%, 40.74%,0.00%, 40.74%, 15.74%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 10.0, 25.0, 10.0, 40.0, 1.0, 303.0, 3.258, 20
115, b-SLICE,  113, 34.00,       1904, 0,4.93,40.735, 49.193, 49.374, 42.872, 0.949199, 12.941,32, 112 109 ,115 117 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.41%,  0.81%,  1.63%,  1.83%,  0.00%,  0.00%,  0.00%,  0.00%, 90.04%,  2.24%,  1.63%,  1.42%, 22530.43, 1570.84, 5795.94, 22796.89 , 18, 253, 117.61, 76, 150, 130.98, 89, 179, 129.23, 0.00%, 99.55%,0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 73.33%,0.00%, 20.00%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 31.25%, 18.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.75%,0.00%, 43.75%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 15.0, 23.0, 15.0, 35.0, 2.0, 343.0, 2.004, 2
